"age" "salary"
18 75.0431540173515
24 70.4760196469445
45 130.982177377461
43 154.68529299563
50 75.0431540173515
54 127.115743812184
44 169.528538036679
30 111.720849360989
41 118.884359339886
52 128.680488220624
45 117.146816914805
34 81.2832532842527
35 89.4924795180001
39 134.705375118879
54 134.705375118879
51 90.4819133566401
37 82.6796372966372
50 212.842352315711
56 129.156693004704
37 98.5993438603892
38 200.543262324662
40 50.406660861266
75 85.3839403789827
40 160.642475408263
38 94.0727147457005
49 277.601417511009
43 84.0459576539924
34 65.1108537153447
57 116.265324062503
18 70.4760196469445
55 195.676307990453
51 101.402052302992
33 81.2832532842527
34 111.720849360989
36 89.8800467811106
56 87.9810327856054
70 87.9810327856054
25 103.90247060316
32 105.927810775063
27 66.2294082943902
28 34.6074177301288
27 109.833985642199
43 45.282169994022
50 73.7757432746946
39 81.2832532842527
52 154.68529299563
35 267.901086855275
57 176.989650489877
25 66.2294082943902
33 116.265324062503
57 200.543262324662
71 101.82435207568
43 272.294783220064
23 35.0334213214995
30 114.475713290347
22 81.2832532842527
59 200.543262324662
28 148.413159102577
61 99.6894636984864
34 111.720849360989
43 152.838800991182
54 117.146816914805
69 77.7376033039781
41 87.9810327856054
48 125.525498433836
49 123.336103962059
42 158.294621427791
37 200.543262324662
55 99.6894636984864
21 70.4760196469445
58 94.0727147457005
31 81.2832532842527
25 81.2832532842527
32 100.764272842107
40 94.0727147457005
44 99.6894636984864
60 268.266292012557
23 81.2832532842527
63 113.567089569751
44 87.9810327856054
47 128.680488220624
61 106.723977625299
55 66.0446942318056
24 51.521956314716
42 85.3839403789827
25 76.8936025176112
34 90.4819133566401
53 68.0764282889521
53 130.982177377461
70 127.901232979118
47 131.224593755096
46 99.6894636984864
33 76.8936025176112
34 107.903923866876
22 81.2832532842527
74 99.6894636984864
40 98.5993438603892
45 200.543262324662
43 156.503510882633
33 144.944364980516
62 118.884359339886
37 121.430313822622
54 111.720849360989
34 68.7480877337669
50 114.475713290347
46 95.2307125669819
41 87.9810327856054
63 64.2743972206327
38 128.680488220624
35 114.475713290347
29 112.6488963421
66 81.2832532842527
37 75.8954848228103
39 112.136922992214
42 85.3839403789827
51 94.0727147457005
55 114.475713290347
51 176.989650489877
38 276.778413321176
49 101.82435207568
42 91.6992261117042
43 86.6951548289402
38 162.946460744664
59 139.213788138664
57 95.2307125669819
25 66.9616443217359
49 131.194323611687
41 90.4819133566401
38 114.475713290347
61 79.1280844956297
49 104.591737924918
52 132.487821126123
43 141.77517233318
60 123.089699847943
46 134.705375118879
21 55.7673905084923
61 106.921814091211
32 118.884359339886
58 87.9810327856054
35 88.9296066367913
26 81.2832532842527
32 94.0727147457005
37 106.921814091211
22 59.0970640815891
51 65.1108537153447
44 120.589436530402
35 157.700527725737
60 129.453644576625
40 176.989650489877
35 59.0970640815891
35 94.0727147457005
47 134.705375118879
43 81.2832532842527
33 81.2832532842527
60 153.457515308961
38 136.876367635184
53 75.0431540173515
55 130.220832358777
57 104.921506533664
64 49.5553381215226
43 123.908567597957
35 123.089699847943
54 78.155161407934
45 73.7757432746946
58 138.299126920883
48 127.115743812184
46 68.7480877337669
46 84.39111474778
55 85.3839403789827
51 128.680488220624
49 70.4760196469445
34 76.8936025176112
53 148.413159102577
40 148.413159102577
50 175.960883130401
37 98.5993438603892
39 145.143601176911
52 99.6894636984864
50 141.08887439127
48 123.089699847943
47 129.453644576625
27 111.720849360989
39 103.90247060316
44 118.884359339886
37 151.591484239814
52 101.82435207568
26 99.6894636984864
39 99.6894636984864
25 99.6894636984864
31 94.0727147457005
58 152.216806827106
30 104.921506533664
27 65.1108537153447
40 95.2307125669819
55 173.879493310012
35 193.411070530969
48 114.475713290347
29 160.642475408263
25 89.4924795180001
40 120.589436530402
27 73.7757432746946
44 127.115743812184
49 118.884359339886
22 34.6074177301288
45 114.475713290347
33 85.3839403789827
63 318.342430056529
49 141.77517233318
39 130.982177377461
25 73.7757432746946
29 130.982177377461
37 75.0431540173515
35 154.990260276812
46 104.921506533664
58 73.118306923864
39 123.089699847943
41 157.700527725737
29 81.2832532842527
37 107.256062128429
62 78.9816745162994
27 73.7757432746946
37 94.0727147457005
56 99.6894636984864
36 176.989650489877
